,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
2793,Paracatu,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,46629,0.3973178727060426,0.3641787176077321,0.108870159287844,0.1296327528881711,92430,3136.914421724548,0,0
2794,Pará de Minas,Sudeste,Minas Gerais,Sim,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Metrópole,Não,Não,Não,31080,0.2791427155262597,0.5349042907828797,0.1564307336819875,0.02952185996198755,93101,4231.275711324261,0,0
2795,Paraguaçu,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,21912,0.2108531768109491,0.4275249434368161,0.2057253996513483,0.1558918437743407,21418,1771.360537865347,1,0
2796,Paraisópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,23421,0.3066882921847781,0.4612146332672554,0.2074584009130774,0.02463386796419775,20940,3546.991404011461,0,0
2797,Paraopeba,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,30668,0.1699978341801494,0.6104831534337025,0.1551487976773046,0.06436728792526165,24375,2634.051282051282,0,0
2798,Passabém,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,11907,0.04152139461172741,0.2862651875330164,0.5763338615953513,0.09577390385631274,1664,530.6490384615385,,0
2799,Passa Quatro,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,22847,0.1856406803477854,0.4031997423812173,0.2036944875435464,0.2074621622412834,16294,1883.208543021971,0,0
2800,Passa Tempo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,30063,0.4132323903735997,0.3399640280737424,0.1715069109108326,0.07528200817188324,8112,4841.346153846154,0,0
2801,Passa Vinte,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,15885,0.02567507746790615,0.2724973123379498,0.4245557452728768,0.2772086258142035,2048,441.89453125,0,0
2802,Passos,Sudeste,Minas Gerais,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,21745,0.132677251761344,0.5922158769311696,0.204682878110286,0.07042310463924992,113998,2001.385989227881,0,0
2803,Patis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7789,0.03410127991096271,0.2647968836950473,0.6389315525876461,0.0621480244852532,5942,228.8791652642208,1,1
2804,Patos de Minas,Sudeste,Minas Gerais,Não,Polo,Polo,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Centro Sub-regional,Não,Não,Não,31066,0.1676962075630886,0.6140384947968771,0.1612578744351857,0.05700694545965299,150833,3311.563119476507,0,0
2805,Patrocínio,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Não,Não,31937,0.1586934751685611,0.5417893244411051,0.1541481104984199,0.1453683144970537,90041,3290.978554214191,0,0
2806,Patrocínio do Muriaé,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16031,0.2722727437411688,0.3704334384019903,0.3179474173641051,0.03932224677849836,5652,1381.104033970276,1,1
2807,Paula Cândido,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10120,0.09007336885317495,0.3306293126037209,0.4163573237837366,0.1629290767752642,9557,537.0932300931255,1,1
2808,Paulistas,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,9858,0.08203354434510213,0.2697687572059431,0.511322848006265,0.1368313428614936,4849,378.0160857908847,,1
2809,Pavão,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8360,0.03328268365378996,0.3006545497048682,0.5081088188884343,0.1579393372684238,8481,290.5317769130999,,0
2810,Peçanha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Metrópole,Não,Não,Não,11123,0.02735970100782086,0.320745776788709,0.3819124638637925,0.2699714104700502,17545,418.1818181818181,0,0
2811,Pedra Azul,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Sim,Não,12284,0.2425966262750157,0.3782752130606721,0.3529652265245558,0.02615588498600743,24319,617.4184793782639,0,0
2812,Pedra Bonita,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9390,0.03963409899206386,0.2371989004333038,0.4911242603550296,0.2320427402196027,7065,276.1500353857041,0,0
2813,Pedra do Anta,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12199,0.03767518549051938,0.285078318219291,0.4708436383621874,0.2063478977741138,3100,460.9677419354838,1,1
2814,Pedra do Indaiá,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,23192,0.2112369903956337,0.2362815863152548,0.2563645170055169,0.296093279306312,3969,1864.449483497103,0,0
2815,Pedra Dourada,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12302,0.03424124513618677,0.2994417188293013,0.5395364574522078,0.126712908137371,2475,360.4040404040404,0,0
2816,Pedralva,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11640,0.06823094539756519,0.4007955321628028,0.3701956687693359,0.1607617823134718,11246,575.1378267828561,0,0
2817,Pedras de Maria da Cruz,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7227,0.03449781114755734,0.2501652552413974,0.5910774641739108,0.124246997343444,11453,226.665502488431,,0
2818,Pedrinópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,31865,0.04680991113827637,0.3844750575955616,0.2160985471813437,0.3526070807278198,3626,2536.403750689465,0,0
2819,Pedro Leopoldo,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,22303,0.2849077937702952,0.4773301035333314,0.2283535665281125,0.009407731400818449,63789,2823.355123924188,0,0
2820,Pedro Teixeira,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12307,0.02973787984226398,0.2876362792855486,0.5705404778473672,0.1120853630248202,1808,384.4026548672566,0,0
2821,Pequeri,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12999,0.1224189526184539,0.3420947630922693,0.4559351620947631,0.07952618453865337,3310,884.8942598187311,,1
2822,Pequi,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,13657,0.0680736747844714,0.3066036907625586,0.3686197390831036,0.2566502203571366,4379,651.2902489152774,0,0
2823,Perdigão,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,17654,0.3346645455650195,0.3493189275179797,0.2682917398557209,0.04771373965686762,11249,1560.227575784514,1,1
2824,Perdizes,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,57084,0.05536890526594656,0.4480907481666125,0.09688956323832232,0.399648374938285,16009,5211.693422449872,0,0
2825,Perdões,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,22987,0.2432323051639518,0.4948695875770009,0.2007691705702818,0.06112446476684517,21291,1981.72936921704,0,0
2826,Periquito,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12948,0.09344245957595236,0.4855370356528889,0.3947978174751476,0.02621022996237885,6847,1224.039725427195,,0
2827,Pescador,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9177,0.03029419560031805,0.3212297906175457,0.5576994434137291,0.09075006626027034,4246,290.8619877531794,,0
2828,Piau,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,28229,0.5664851847974034,0.1412417547900743,0.2032117055805675,0.08904826719715213,2763,575.0995294969237,1,1
2829,Piedade de Caratinga,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10611,0.05497876356772062,0.3366446436998584,0.4051793298725814,0.2031736668239736,8426,551.9819605981486,0,0
2830,Piedade de Ponte Nova,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11985,0.04076208297008229,0.3338365689255566,0.4486806013310936,0.1766782198218121,4140,625.6038647342995,0,0
2831,Piedade do Rio Grande,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14444,0.09892452590047092,0.3143693521700395,0.3380743286241568,0.2485999745449917,4528,562.7208480565371,0,0
2832,Piedade dos Gerais,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,13024,0.13059566490149,0.3043614117027925,0.3689767457158833,0.1960497319343486,4955,752.7749747729566,1,0
2833,Pimenta,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,21948,0.03562555692594582,0.4662126675203739,0.2332804192213954,0.2648695539281352,8631,2315.258950295447,0,0
2834,Pingo d'Água,Sudeste,Minas Gerais,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8293,0.05367418648469725,0.3192952080256659,0.6057442582879259,0.02126088506390996,4894,268.4920310584389,0,0
2835,Pintópolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8037,0.04574566991494784,0.2775042181743053,0.5671636651630454,0.1095692297097207,7490,282.5100133511348,0,0
2836,Piracema,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,22898,0.3615762773540345,0.3612694697937254,0.2017152683139141,0.0754318494787839,6421,1071.328453511914,0,0
2837,Pirajuba,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,50576,0.32930655562303,0.3020155576761805,0.1118316416529308,0.2568426303461439,6044,4804.103242885506,0,0
2838,Piranga,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9175,0.04126081550178747,0.3768392829387078,0.450831563131444,0.1310489093829335,17618,411.6244749687819,0,0
2839,Piranguçu,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11935,0.26972429619574,0.2843498497042568,0.3788907204499176,0.06701897281747955,5455,592.4839596700275,1,1
2840,Piranguinho,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,Média concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12794,0.1007276190850264,0.472137393336541,0.3566413652922751,0.07047398344445645,8550,883.5087719298245,0,0
2841,Pirapetinga,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,41809,0.4544784030422516,0.3913645822232443,0.1402694501623768,0.01388195570113692,10731,8580.747367440126,1,0
2842,Pirapora,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro Sub-regional,Não,Sim,Não,40566,0.472695287398726,0.3673593603411981,0.143177188071642,0.01676706948210538,56208,8062.48220893823,,0
2843,Piraúba,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,14678,0.1531423540566166,0.4537450900717865,0.3081403223621834,0.08496546119463633,10816,1026.719674556213,0,0
2844,Pitangui,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Metrópole,Não,Não,Não,18990,0.1699836861012722,0.5090587279358194,0.2221062775966289,0.0988492087654137,27755,1830.625112592326,0,0
2845,Piumhi,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,25148,0.1005440562558781,0.5803770722444178,0.1912794675782962,0.1277981225830756,34456,2497.99744601811,0,0
2846,Planura,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,38010,0.514165211478554,0.1930358800819574,0.1290399824699719,0.1637566669452797,11968,1023.145053475936,0,0
2847,Poço Fundo,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18396,0.1400855050998435,0.441149591907478,0.2355451913010291,0.1832162102543094,16734,1329.927094538066,1,1
2848,Poços de Caldas,Sudeste,Minas Gerais,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,46028,0.2447395949270129,0.6098632722755347,0.1392022296938428,0.006194588920619626,166111,7706.20849913612,0,0
2849,Pocrane,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10590,0.03143717965645969,0.3771981418574223,0.4222713032205404,0.1690693682555306,8508,798.4250117536436,,0
2850,Pompéu,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,24764,0.1786866978634078,0.4402482982956224,0.1879444199010071,0.1931191769913247,31583,2260.013298293386,0,0
2851,Ponte Nova,Sudeste,Minas Gerais,Não,Polo,do Entorno,,Centro Subregional A,Centro Subregional,Região Rural de Capital Regional,Não,Não,Não,27739,0.1766190546496763,0.6101855616144469,0.1851445748820429,0.02804940939220682,59605,3762.553477057294,0,0
2852,Ponto Chique,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9089,0.04546802944904398,0.3088913459723309,0.5538685580216284,0.09174509856799978,4237,337.2669341515223,0,1
2853,Ponto dos Volantes,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,7057,0.04538902280958899,0.2657323174203239,0.6299831623320776,0.05885915714752946,12061,212.5031091949258,1,1
2854,Porteirinha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Sim,Não,8842,0.06722103473706578,0.383251459356758,0.4410632367095411,0.1084548943138211,37950,409.9868247694335,0,0
2855,Porto Firme,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8101,0.0749888204740119,0.3176590645889947,0.4869457535000516,0.1204063614369417,11208,319.8608137044968,0,1
2856,Poté,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8565,0.06714633655844301,0.3670442949820868,0.4869468713456826,0.07884760053329758,16491,424.3526772178764,1,1
2857,Pouso Alegre,Sudeste,Minas Gerais,Não,Polo,Polo,Média concentração urbana,Capital Regional C,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,51182,0.2056477901889176,0.669164228157837,0.114018274172435,0.01116954830921565,148862,8978.564039177223,0,0
2858,Pouso Alto,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,37529,0.2744323982692401,0.3171957800573679,0.1413875249161359,0.266974573387136,5981,3138.438388229393,0,0
2859,Prados,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,18453,0.2746951140571192,0.3392325418813599,0.2387949561119598,0.1472709147872919,8979,1248.023165163159,,1
2860,Prata,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,35235,0.1355843227359897,0.4254390204969908,0.1384699087448881,0.3005056239138303,27688,3106.688818260619,0,0
2861,Pratápolis,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,17920,0.1691055007984142,0.4174123120973515,0.2657067342106712,0.1477616871317659,8642,1108.308261976395,1,1
2862,Pratinha,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,25958,0.0499022218033598,0.2841222345263059,0.2394269962066772,0.4265249864524185,3573,2200.951581304226,0,0
2863,Presidente Bernardes,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8730,0.03739524299249469,0.2856392639110741,0.5332268440515525,0.1437167676856086,5398,264.542423119674,,0
2864,Presidente Juscelino,Sudeste,Minas Gerais,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,12331,0.1607188643621361,0.2287592363814363,0.4580545908020792,0.1523973800144519,3676,661.0446137105549,1,1
