,Município,UF,Capag_real,Capag_predito
4924,Pirapó,Rio Grande do Sul,0,0
4925,Piratini,Rio Grande do Sul,0,0
4926,Planalto,Rio Grande do Sul,0,0
4927,Poço das Antas,Rio Grande do Sul,0,0
4928,Pontão,Rio Grande do Sul,0,0
4929,Ponte Preta,Rio Grande do Sul,0,0
4930,Portão,Rio Grande do Sul,0,0
4931,Porto Alegre,Rio Grande do Sul,0,0
4932,Porto Lucena,Rio Grande do Sul,1,0
4933,Porto Mauá,Rio Grande do Sul,0,0
4934,Porto Vera Cruz,Rio Grande do Sul,0,0
4935,Porto Xavier,Rio Grande do Sul,0,0
4936,Pouso Novo,Rio Grande do Sul,0,0
4937,Presidente Lucena,Rio Grande do Sul,0,0
4938,Progresso,Rio Grande do Sul,0,0
4939,Protásio Alves,Rio Grande do Sul,0,0
4940,Putinga,Rio Grande do Sul,0,0
4941,Quaraí,Rio Grande do Sul,1,1
4942,Quatro Irmãos,Rio Grande do Sul,1,1
4943,Quevedos,Rio Grande do Sul,0,0
4944,Quinze de Novembro,Rio Grande do Sul,1,0
4945,Redentora,Rio Grande do Sul,0,0
4946,Relvado,Rio Grande do Sul,0,0
4947,Restinga Sêca,Rio Grande do Sul,0,0
4948,Rio dos Índios,Rio Grande do Sul,0,0
4949,Rio Grande,Rio Grande do Sul,1,1
4950,Rio Pardo,Rio Grande do Sul,1,1
4951,Riozinho,Rio Grande do Sul,1,0
4952,Roca Sales,Rio Grande do Sul,0,0
4953,Rodeio Bonito,Rio Grande do Sul,0,0
4954,Rolador,Rio Grande do Sul,0,0
4955,Rolante,Rio Grande do Sul,0,0
4956,Ronda Alta,Rio Grande do Sul,,0
4957,Rondinha,Rio Grande do Sul,0,0
4958,Roque Gonzales,Rio Grande do Sul,0,0
4959,Rosário do Sul,Rio Grande do Sul,1,0
4960,Sagrada Família,Rio Grande do Sul,0,0
4961,Saldanha Marinho,Rio Grande do Sul,0,0
4962,Salto do Jacuí,Rio Grande do Sul,0,0
4963,Salvador das Missões,Rio Grande do Sul,0,0
4964,Salvador do Sul,Rio Grande do Sul,0,0
4965,Sananduva,Rio Grande do Sul,0,0
4966,Santa Bárbara do Sul,Rio Grande do Sul,0,0
4967,Santa Cecília do Sul,Rio Grande do Sul,0,0
4968,Santa Clara do Sul,Rio Grande do Sul,0,0
4969,Santa Cruz do Sul,Rio Grande do Sul,0,0
4970,Santa Maria,Rio Grande do Sul,0,0
4971,Santa Maria do Herval,Rio Grande do Sul,0,0
4972,Santa Margarida do Sul,Rio Grande do Sul,0,0
4973,Santana da Boa Vista,Rio Grande do Sul,0,0
4974,Sant'Ana do Livramento,Rio Grande do Sul,1,1
4975,Santa Rosa,Rio Grande do Sul,0,0
4976,Santa Tereza,Rio Grande do Sul,,0
4977,Santa Vitória do Palmar,Rio Grande do Sul,,0
4978,Santiago,Rio Grande do Sul,0,0
4979,Santo Ângelo,Rio Grande do Sul,0,0
4980,Santo Antônio do Palma,Rio Grande do Sul,0,0
4981,Santo Antônio da Patrulha,Rio Grande do Sul,0,0
4982,Santo Antônio das Missões,Rio Grande do Sul,0,0
4983,Santo Antônio do Planalto,Rio Grande do Sul,,0
4984,Santo Augusto,Rio Grande do Sul,,0
4985,Santo Cristo,Rio Grande do Sul,0,0
4986,Santo Expedito do Sul,Rio Grande do Sul,0,0
4987,São Borja,Rio Grande do Sul,0,0
4988,São Domingos do Sul,Rio Grande do Sul,0,0
4989,São Francisco de Assis,Rio Grande do Sul,1,0
4990,São Francisco de Paula,Rio Grande do Sul,0,0
4991,São Gabriel,Rio Grande do Sul,1,1
4992,São Jerônimo,Rio Grande do Sul,0,0
4993,São João da Urtiga,Rio Grande do Sul,0,0
4994,São João do Polêsine,Rio Grande do Sul,0,0
4995,São Jorge,Rio Grande do Sul,0,0
4996,São José das Missões,Rio Grande do Sul,1,1
4997,São José do Herval,Rio Grande do Sul,0,0
4998,São José do Hortêncio,Rio Grande do Sul,0,0
4999,São José do Inhacorá,Rio Grande do Sul,0,0
5000,São José do Norte,Rio Grande do Sul,0,0
5001,São José do Ouro,Rio Grande do Sul,0,0
5002,São José do Sul,Rio Grande do Sul,0,0
5003,São José dos Ausentes,Rio Grande do Sul,0,0
5004,São Leopoldo,Rio Grande do Sul,1,1
5005,São Lourenço do Sul,Rio Grande do Sul,1,0
5006,São Luiz Gonzaga,Rio Grande do Sul,0,0
5007,São Marcos,Rio Grande do Sul,0,0
5008,São Martinho,Rio Grande do Sul,0,0
5009,São Martinho da Serra,Rio Grande do Sul,1,1
5010,São Miguel das Missões,Rio Grande do Sul,0,0
5011,São Nicolau,Rio Grande do Sul,0,0
5012,São Paulo das Missões,Rio Grande do Sul,0,0
5013,São Pedro da Serra,Rio Grande do Sul,1,1
5014,São Pedro das Missões,Rio Grande do Sul,,0
5015,São Pedro do Butiá,Rio Grande do Sul,0,0
5016,São Pedro do Sul,Rio Grande do Sul,0,0
5017,São Sebastião do Caí,Rio Grande do Sul,0,0
5018,São Sepé,Rio Grande do Sul,0,0
5019,São Valentim,Rio Grande do Sul,,0
5020,São Valentim do Sul,Rio Grande do Sul,0,0
5021,São Valério do Sul,Rio Grande do Sul,0,0
5022,São Vendelino,Rio Grande do Sul,0,0
5023,São Vicente do Sul,Rio Grande do Sul,0,0
5024,Sapiranga,Rio Grande do Sul,0,0
5025,Sapucaia do Sul,Rio Grande do Sul,1,1
5026,Sarandi,Rio Grande do Sul,0,0
5027,Seberi,Rio Grande do Sul,1,1
5028,Sede Nova,Rio Grande do Sul,0,0
5029,Segredo,Rio Grande do Sul,,0
5030,Selbach,Rio Grande do Sul,0,0
5031,Senador Salgado Filho,Rio Grande do Sul,0,0
5032,Sentinela do Sul,Rio Grande do Sul,1,0
5033,Serafina Corrêa,Rio Grande do Sul,0,0
5034,Sério,Rio Grande do Sul,0,0
5035,Sertão,Rio Grande do Sul,,1
5036,Sertão Santana,Rio Grande do Sul,0,0
5037,Sete de Setembro,Rio Grande do Sul,0,0
5038,Severiano de Almeida,Rio Grande do Sul,0,0
5039,Silveira Martins,Rio Grande do Sul,0,0
5040,Sinimbu,Rio Grande do Sul,0,0
5041,Sobradinho,Rio Grande do Sul,0,0
5042,Soledade,Rio Grande do Sul,1,0
5043,Tabaí,Rio Grande do Sul,0,0
5044,Tapejara,Rio Grande do Sul,0,0
5045,Tapera,Rio Grande do Sul,0,0
5046,Tapes,Rio Grande do Sul,0,0
5047,Taquara,Rio Grande do Sul,1,1
5048,Taquari,Rio Grande do Sul,0,0
5049,Taquaruçu do Sul,Rio Grande do Sul,0,0
5050,Tavares,Rio Grande do Sul,0,0
5051,Tenente Portela,Rio Grande do Sul,0,0
5052,Terra de Areia,Rio Grande do Sul,0,1
5053,Teutônia,Rio Grande do Sul,0,0
5054,Tio Hugo,Rio Grande do Sul,0,0
5055,Tiradentes do Sul,Rio Grande do Sul,0,0
5056,Toropi,Rio Grande do Sul,0,0
5057,Torres,Rio Grande do Sul,1,0
5058,Tramandaí,Rio Grande do Sul,1,1
5059,Travesseiro,Rio Grande do Sul,0,0
5060,Três Arroios,Rio Grande do Sul,0,0
5061,Três Cachoeiras,Rio Grande do Sul,1,1
5062,Três Coroas,Rio Grande do Sul,,0
5063,Três de Maio,Rio Grande do Sul,0,0
5064,Três Forquilhas,Rio Grande do Sul,1,1
5065,Três Palmeiras,Rio Grande do Sul,,0
5066,Três Passos,Rio Grande do Sul,0,0
5067,Trindade do Sul,Rio Grande do Sul,0,0
5068,Triunfo,Rio Grande do Sul,0,0
5069,Tucunduva,Rio Grande do Sul,0,0
5070,Tunas,Rio Grande do Sul,1,1
5071,Tupanci do Sul,Rio Grande do Sul,0,0
5072,Tupanciretã,Rio Grande do Sul,0,0
5073,Tupandi,Rio Grande do Sul,0,0
5074,Tuparendi,Rio Grande do Sul,0,0
5075,Turuçu,Rio Grande do Sul,,0
5076,Ubiretama,Rio Grande do Sul,0,0
5077,União da Serra,Rio Grande do Sul,0,0
5078,Unistalda,Rio Grande do Sul,,0
5079,Uruguaiana,Rio Grande do Sul,0,0
5080,Vacaria,Rio Grande do Sul,0,0
5081,Vale Verde,Rio Grande do Sul,0,0
5082,Vale do Sol,Rio Grande do Sul,0,0
5083,Vale Real,Rio Grande do Sul,0,0
5084,Vanini,Rio Grande do Sul,1,0
5085,Venâncio Aires,Rio Grande do Sul,0,0
5086,Vera Cruz,Rio Grande do Sul,0,0
5087,Veranópolis,Rio Grande do Sul,0,0
5088,Vespasiano Corrêa,Rio Grande do Sul,0,0
5089,Viadutos,Rio Grande do Sul,0,0
5090,Viamão,Rio Grande do Sul,1,1
5091,Vicente Dutra,Rio Grande do Sul,0,0
5092,Victor Graeff,Rio Grande do Sul,1,0
5093,Vila Flores,Rio Grande do Sul,0,0
5094,Vila Lângaro,Rio Grande do Sul,1,0
5095,Vila Maria,Rio Grande do Sul,0,0
5096,Vila Nova do Sul,Rio Grande do Sul,0,0
5097,Vista Alegre,Rio Grande do Sul,0,0
5098,Vista Alegre do Prata,Rio Grande do Sul,0,0
5099,Vista Gaúcha,Rio Grande do Sul,0,0
5100,Vitória das Missões,Rio Grande do Sul,0,0
5101,Westfália,Rio Grande do Sul,0,0
5102,Xangri-lá,Rio Grande do Sul,0,0
5103,Água Clara,Mato Grosso do Sul,0,0
5104,Alcinópolis,Mato Grosso do Sul,,0
5105,Amambai,Mato Grosso do Sul,0,0
5106,Anastácio,Mato Grosso do Sul,,0
5107,Anaurilândia,Mato Grosso do Sul,1,1
5108,Angélica,Mato Grosso do Sul,,0
5109,Antônio João,Mato Grosso do Sul,0,0
5110,Aparecida do Taboado,Mato Grosso do Sul,0,0
5111,Aquidauana,Mato Grosso do Sul,0,0
5112,Aral Moreira,Mato Grosso do Sul,1,1
5113,Bandeirantes,Mato Grosso do Sul,1,1
5114,Bataguassu,Mato Grosso do Sul,0,0
5115,Batayporã,Mato Grosso do Sul,0,0
5116,Bela Vista,Mato Grosso do Sul,0,0
5117,Bodoquena,Mato Grosso do Sul,0,0
5118,Bonito,Mato Grosso do Sul,0,0
5119,Brasilândia,Mato Grosso do Sul,0,0
5120,Caarapó,Mato Grosso do Sul,0,0
5121,Camapuã,Mato Grosso do Sul,0,0
5122,Campo Grande,Mato Grosso do Sul,1,1
5123,Caracol,Mato Grosso do Sul,0,0
5124,Cassilândia,Mato Grosso do Sul,0,0
5125,Chapadão do Sul,Mato Grosso do Sul,0,0
5126,Corguinho,Mato Grosso do Sul,0,0
5127,Coronel Sapucaia,Mato Grosso do Sul,0,0
5128,Corumbá,Mato Grosso do Sul,0,0
5129,Costa Rica,Mato Grosso do Sul,0,0
5130,Coxim,Mato Grosso do Sul,0,0
5131,Deodápolis,Mato Grosso do Sul,0,0
5132,Dois Irmãos do Buriti,Mato Grosso do Sul,0,0
5133,Douradina,Mato Grosso do Sul,,0
5134,Dourados,Mato Grosso do Sul,0,0
5135,Eldorado,Mato Grosso do Sul,,0
5136,Fátima do Sul,Mato Grosso do Sul,0,0
5137,Figueirão,Mato Grosso do Sul,0,0
5138,Glória de Dourados,Mato Grosso do Sul,0,0
5139,Guia Lopes da Laguna,Mato Grosso do Sul,0,0
5140,Iguatemi,Mato Grosso do Sul,0,0
5141,Inocência,Mato Grosso do Sul,0,0
5142,Itaporã,Mato Grosso do Sul,0,0
5143,Itaquiraí,Mato Grosso do Sul,0,0
5144,Ivinhema,Mato Grosso do Sul,0,0
5145,Japorã,Mato Grosso do Sul,0,0
5146,Jaraguari,Mato Grosso do Sul,1,1
5147,Jardim,Mato Grosso do Sul,1,0
5148,Jateí,Mato Grosso do Sul,1,1
5149,Juti,Mato Grosso do Sul,0,0
5150,Ladário,Mato Grosso do Sul,0,0
5151,Laguna Carapã,Mato Grosso do Sul,,0
5152,Maracaju,Mato Grosso do Sul,0,0
5153,Miranda,Mato Grosso do Sul,0,0
5154,Mundo Novo,Mato Grosso do Sul,0,0
5155,Naviraí,Mato Grosso do Sul,1,0
5156,Nioaque,Mato Grosso do Sul,0,0
5157,Nova Alvorada do Sul,Mato Grosso do Sul,0,0
5158,Nova Andradina,Mato Grosso do Sul,0,0
5159,Novo Horizonte do Sul,Mato Grosso do Sul,0,0
5160,Paraíso das Águas,Mato Grosso do Sul,0,0
5161,Paranaíba,Mato Grosso do Sul,1,0
5162,Paranhos,Mato Grosso do Sul,0,0
5163,Pedro Gomes,Mato Grosso do Sul,0,0
5164,Ponta Porã,Mato Grosso do Sul,0,0
5165,Porto Murtinho,Mato Grosso do Sul,0,0
5166,Ribas do Rio Pardo,Mato Grosso do Sul,1,1
5167,Rio Brilhante,Mato Grosso do Sul,1,1
5168,Rio Negro,Mato Grosso do Sul,0,0
5169,Rio Verde de Mato Grosso,Mato Grosso do Sul,1,0
5170,Rochedo,Mato Grosso do Sul,0,0
5171,Santa Rita do Pardo,Mato Grosso do Sul,0,0
5172,São Gabriel do Oeste,Mato Grosso do Sul,0,0
5173,Sete Quedas,Mato Grosso do Sul,0,0
5174,Selvíria,Mato Grosso do Sul,0,0
5175,Sidrolândia,Mato Grosso do Sul,0,0
5176,Sonora,Mato Grosso do Sul,0,0
5177,Tacuru,Mato Grosso do Sul,0,0
5178,Taquarussu,Mato Grosso do Sul,0,0
5179,Terenos,Mato Grosso do Sul,0,0
5180,Três Lagoas,Mato Grosso do Sul,0,0
5181,Vicentina,Mato Grosso do Sul,0,0
5182,Acorizal,Mato Grosso,,1
5183,Água Boa,Mato Grosso,0,0
5184,Alta Floresta,Mato Grosso,0,0
5185,Alto Araguaia,Mato Grosso,0,0
5186,Alto Boa Vista,Mato Grosso,,1
5187,Alto Garças,Mato Grosso,0,0
5188,Alto Paraguai,Mato Grosso,1,1
5189,Alto Taquari,Mato Grosso,0,0
5190,Apiacás,Mato Grosso,0,0
5191,Araguaiana,Mato Grosso,1,1
5192,Araguainha,Mato Grosso,,0
5193,Araputanga,Mato Grosso,1,0
5194,Arenápolis,Mato Grosso,1,1
5195,Aripuanã,Mato Grosso,1,0
5196,Barão de Melgaço,Mato Grosso,,0
5197,Barra do Bugres,Mato Grosso,1,1
5198,Barra do Garças,Mato Grosso,1,1
5199,Bom Jesus do Araguaia,Mato Grosso,1,1
5200,Brasnorte,Mato Grosso,0,0
5201,Cáceres,Mato Grosso,0,0
5202,Campinápolis,Mato Grosso,0,0
5203,Campo Novo do Parecis,Mato Grosso,0,0
5204,Campo Verde,Mato Grosso,0,0
5205,Campos de Júlio,Mato Grosso,0,0
5206,Canabrava do Norte,Mato Grosso,0,0
5207,Canarana,Mato Grosso,1,1
5208,Carlinda,Mato Grosso,0,0
5209,Castanheira,Mato Grosso,0,0
5210,Chapada dos Guimarães,Mato Grosso,1,1
5211,Cláudia,Mato Grosso,0,0
5212,Cocalinho,Mato Grosso,0,0
5213,Colíder,Mato Grosso,0,0
5214,Colniza,Mato Grosso,1,1
5215,Comodoro,Mato Grosso,,0
5216,Confresa,Mato Grosso,1,1
5217,Conquista D'Oeste,Mato Grosso,0,1
5218,Cotriguaçu,Mato Grosso,,0
5219,Cuiabá,Mato Grosso,1,1
5220,Curvelândia,Mato Grosso,0,0
5221,Denise,Mato Grosso,1,1
5222,Diamantino,Mato Grosso,0,0
5223,Dom Aquino,Mato Grosso,1,1
5224,Feliz Natal,Mato Grosso,,0
5225,Figueirópolis D'Oeste,Mato Grosso,0,0
5226,Gaúcha do Norte,Mato Grosso,0,0
5227,General Carneiro,Mato Grosso,0,0
5228,Glória D'Oeste,Mato Grosso,0,0
5229,Guarantã do Norte,Mato Grosso,0,0
5230,Guiratinga,Mato Grosso,0,0
5231,Indiavaí,Mato Grosso,0,0
5232,Ipiranga do Norte,Mato Grosso,0,0
5233,Itanhangá,Mato Grosso,1,0
5234,Itaúba,Mato Grosso,0,0
5235,Itiquira,Mato Grosso,0,0
5236,Jaciara,Mato Grosso,1,1
5237,Jangada,Mato Grosso,1,0
5238,Jauru,Mato Grosso,0,0
5239,Juara,Mato Grosso,0,0
5240,Juína,Mato Grosso,0,0
5241,Juruena,Mato Grosso,,1
5242,Juscimeira,Mato Grosso,0,0
5243,Lambari D'Oeste,Mato Grosso,0,0
5244,Lucas do Rio Verde,Mato Grosso,0,0
5245,Luciara,Mato Grosso,1,1
5246,Vila Bela da Santíssima Trindade,Mato Grosso,,0
5247,Marcelândia,Mato Grosso,,0
5248,Matupá,Mato Grosso,0,0
5249,Mirassol d'Oeste,Mato Grosso,0,0
5250,Nobres,Mato Grosso,,0
5251,Nortelândia,Mato Grosso,1,0
5252,Nossa Senhora do Livramento,Mato Grosso,,0
5253,Nova Bandeirantes,Mato Grosso,0,0
5254,Nova Nazaré,Mato Grosso,1,1
5255,Nova Lacerda,Mato Grosso,0,0
5256,Nova Santa Helena,Mato Grosso,1,1
5257,Nova Brasilândia,Mato Grosso,0,0
5258,Nova Canaã do Norte,Mato Grosso,,0
5259,Nova Mutum,Mato Grosso,0,0
5260,Nova Olímpia,Mato Grosso,0,0
5261,Nova Ubiratã,Mato Grosso,0,0
5262,Nova Xavantina,Mato Grosso,0,0
5263,Novo Mundo,Mato Grosso,1,1
5264,Novo Horizonte do Norte,Mato Grosso,0,0
5265,Novo São Joaquim,Mato Grosso,,0
5266,Paranaíta,Mato Grosso,0,0
5267,Paranatinga,Mato Grosso,1,1
5268,Novo Santo Antônio,Mato Grosso,,1
5269,Pedra Preta,Mato Grosso,0,0
5270,Peixoto de Azevedo,Mato Grosso,,0
5271,Planalto da Serra,Mato Grosso,,0
5272,Poconé,Mato Grosso,,1
5273,Pontal do Araguaia,Mato Grosso,1,1
5274,Ponte Branca,Mato Grosso,1,1
5275,Pontes e Lacerda,Mato Grosso,0,0
5276,Porto Alegre do Norte,Mato Grosso,1,0
5277,Porto dos Gaúchos,Mato Grosso,1,1
5278,Porto Esperidião,Mato Grosso,0,0
5279,Porto Estrela,Mato Grosso,0,0
5280,Poxoréu,Mato Grosso,,0
5281,Primavera do Leste,Mato Grosso,0,0
5282,Querência,Mato Grosso,0,0
5283,São José dos Quatro Marcos,Mato Grosso,1,1
5284,Reserva do Cabaçal,Mato Grosso,1,1
5285,Ribeirão Cascalheira,Mato Grosso,1,0
5286,Ribeirãozinho,Mato Grosso,0,0
5287,Rio Branco,Mato Grosso,1,1
5288,Santa Carmem,Mato Grosso,,0
5289,Santo Afonso,Mato Grosso,1,1
5290,São José do Povo,Mato Grosso,,1
5291,São José do Rio Claro,Mato Grosso,0,0
5292,São José do Xingu,Mato Grosso,0,0
5293,São Pedro da Cipa,Mato Grosso,0,0
5294,Rondolândia,Mato Grosso,1,1
5295,Rondonópolis,Mato Grosso,0,0
5296,Rosário Oeste,Mato Grosso,,1
5297,Santa Cruz do Xingu,Mato Grosso,0,0
5298,Salto do Céu,Mato Grosso,0,0
5299,Santa Rita do Trivelato,Mato Grosso,0,0
5300,Santa Terezinha,Mato Grosso,0,0
5301,Santo Antônio do Leste,Mato Grosso,0,0
5302,Santo Antônio do Leverger,Mato Grosso,,0
5303,São Félix do Araguaia,Mato Grosso,1,1
5304,Sapezal,Mato Grosso,0,0
5305,Serra Nova Dourada,Mato Grosso,1,1
5306,Sinop,Mato Grosso,0,0
5307,Sorriso,Mato Grosso,0,0
5308,Tabaporã,Mato Grosso,0,0
5309,Tangará da Serra,Mato Grosso,0,0
5310,Tapurah,Mato Grosso,0,0
5311,Terra Nova do Norte,Mato Grosso,1,1
5312,Tesouro,Mato Grosso,,1
5313,Torixoréu,Mato Grosso,,0
5314,União do Sul,Mato Grosso,0,0
5315,Vale de São Domingos,Mato Grosso,0,0
5316,Várzea Grande,Mato Grosso,0,0
5317,Vera,Mato Grosso,0,0
5318,Vila Rica,Mato Grosso,,0
5319,Nova Guarita,Mato Grosso,,0
5320,Nova Marilândia,Mato Grosso,,0
5321,Nova Maringá,Mato Grosso,0,0
5322,Nova Monte Verde,Mato Grosso,1,1
5323,Abadia de Goiás,Goiás,0,0
5324,Abadiânia,Goiás,1,1
5325,Acreúna,Goiás,,1
5326,Adelândia,Goiás,1,1
5327,Água Fria de Goiás,Goiás,1,1
5328,Água Limpa,Goiás,1,1
5329,Águas Lindas de Goiás,Goiás,0,0
5330,Alexânia,Goiás,1,1
5331,Aloândia,Goiás,1,1
5332,Alto Horizonte,Goiás,0,0
5333,Alto Paraíso de Goiás,Goiás,1,1
5334,Alvorada do Norte,Goiás,1,1
5335,Amaralina,Goiás,0,0
5336,Americano do Brasil,Goiás,1,1
5337,Amorinópolis,Goiás,1,1
5338,Anápolis,Goiás,1,1
5339,Anhanguera,Goiás,0,0
5340,Anicuns,Goiás,1,1
5341,Aparecida de Goiânia,Goiás,0,0
5342,Aparecida do Rio Doce,Goiás,1,1
5343,Aporé,Goiás,,1
5344,Araçu,Goiás,1,1
5345,Aragarças,Goiás,1,1
5346,Aragoiânia,Goiás,0,0
5347,Araguapaz,Goiás,,1
5348,Arenópolis,Goiás,1,1
5349,Aruanã,Goiás,0,0
5350,Aurilândia,Goiás,1,1
5351,Avelinópolis,Goiás,,1
5352,Baliza,Goiás,1,1
5353,Barro Alto,Goiás,1,1
5354,Bela Vista de Goiás,Goiás,0,0
5355,Bom Jardim de Goiás,Goiás,0,1
5356,Bom Jesus de Goiás,Goiás,1,1
5357,Bonfinópolis,Goiás,0,0
5358,Bonópolis,Goiás,1,1
5359,Brazabrantes,Goiás,1,1
5360,Britânia,Goiás,,1
5361,Buriti Alegre,Goiás,0,1
5362,Buriti de Goiás,Goiás,1,1
5363,Buritinópolis,Goiás,,1
5364,Cabeceiras,Goiás,0,0
5365,Cachoeira Alta,Goiás,0,0
5366,Cachoeira de Goiás,Goiás,,1
5367,Cachoeira Dourada,Goiás,,0
5368,Caçu,Goiás,1,1
5369,Caiapônia,Goiás,,1
5370,Caldas Novas,Goiás,1,1
5371,Caldazinha,Goiás,1,1
5372,Campestre de Goiás,Goiás,,0
5373,Campinaçu,Goiás,1,1
5374,Campinorte,Goiás,1,1
5375,Campo Alegre de Goiás,Goiás,0,0
5376,Campo Limpo de Goiás,Goiás,1,1
5377,Campos Belos,Goiás,1,1
5378,Campos Verdes,Goiás,0,1
5379,Carmo do Rio Verde,Goiás,1,1
5380,Castelândia,Goiás,1,1
5381,Catalão,Goiás,0,0
5382,Caturaí,Goiás,1,1
5383,Cavalcante,Goiás,,1
5384,Ceres,Goiás,1,1
5385,Cezarina,Goiás,1,1
5386,Chapadão do Céu,Goiás,0,0
5387,Cidade Ocidental,Goiás,,0
5388,Cocalzinho de Goiás,Goiás,1,1
5389,Colinas do Sul,Goiás,1,1
5390,Córrego do Ouro,Goiás,0,1
5391,Corumbá de Goiás,Goiás,,1
5392,Corumbaíba,Goiás,1,1
5393,Cristalina,Goiás,1,1
5394,Cristianópolis,Goiás,0,0
5395,Crixás,Goiás,1,1
5396,Cromínia,Goiás,,1
5397,Cumari,Goiás,0,0
5398,Damianópolis,Goiás,0,0
5399,Damolândia,Goiás,1,1
5400,Davinópolis,Goiás,1,1
5401,Diorama,Goiás,0,0
5402,Doverlândia,Goiás,0,1
5403,Edealina,Goiás,,1
5404,Edéia,Goiás,0,0
5405,Estrela do Norte,Goiás,1,1
5406,Faina,Goiás,1,1
5407,Fazenda Nova,Goiás,,1
5408,Firminópolis,Goiás,1,1
5409,Flores de Goiás,Goiás,,1
5410,Formosa,Goiás,1,1
5411,Formoso,Goiás,1,1
5412,Gameleira de Goiás,Goiás,1,1
5413,Divinópolis de Goiás,Goiás,1,1
5414,Goianápolis,Goiás,1,1
5415,Goiandira,Goiás,1,1
5416,Goianésia,Goiás,,0
5417,Goiânia,Goiás,0,0
5418,Goianira,Goiás,0,0
5419,Goiás,Goiás,1,1
5420,Goiatuba,Goiás,0,0
5421,Gouvelândia,Goiás,1,0
5422,Guapó,Goiás,1,1
5423,Guaraíta,Goiás,1,1
5424,Guarani de Goiás,Goiás,,1
5425,Guarinos,Goiás,,1
5426,Heitoraí,Goiás,1,1
5427,Hidrolândia,Goiás,,1
5428,Hidrolina,Goiás,0,1
5429,Iaciara,Goiás,1,1
5430,Inaciolândia,Goiás,,1
5431,Indiara,Goiás,0,0
5432,Inhumas,Goiás,0,0
5433,Ipameri,Goiás,1,1
5434,Ipiranga de Goiás,Goiás,1,1
5435,Iporá,Goiás,1,1
5436,Israelândia,Goiás,1,1
5437,Itaberaí,Goiás,,0
5438,Itaguari,Goiás,1,1
5439,Itaguaru,Goiás,1,1
5440,Itajá,Goiás,1,1
5441,Itapaci,Goiás,0,0
5442,Itapirapuã,Goiás,,1
5443,Itapuranga,Goiás,0,0
5444,Itarumã,Goiás,0,0
5445,Itauçu,Goiás,1,1
5446,Itumbiara,Goiás,1,1
5447,Ivolândia,Goiás,1,1
5448,Jandaia,Goiás,,1
5449,Jaraguá,Goiás,1,1
5450,Jataí,Goiás,1,1
5451,Jaupaci,Goiás,0,1
5452,Jesúpolis,Goiás,1,1
5453,Joviânia,Goiás,0,1
5454,Jussara,Goiás,0,0
5455,Lagoa Santa,Goiás,,1
5456,Leopoldo de Bulhões,Goiás,1,1
5457,Luziânia,Goiás,,1
5458,Mairipotaba,Goiás,,0
5459,Mambaí,Goiás,,1
5460,Mara Rosa,Goiás,,1
5461,Marzagão,Goiás,1,1
5462,Matrinchã,Goiás,,1
5463,Maurilândia,Goiás,,1
5464,Mimoso de Goiás,Goiás,,0
5465,Minaçu,Goiás,1,1
5466,Mineiros,Goiás,0,0
5467,Moiporá,Goiás,1,1
5468,Monte Alegre de Goiás,Goiás,,1
5469,Montes Claros de Goiás,Goiás,1,1
5470,Montividiu,Goiás,,0
5471,Montividiu do Norte,Goiás,,1
5472,Morrinhos,Goiás,1,1
5473,Morro Agudo de Goiás,Goiás,0,1
5474,Mossâmedes,Goiás,1,1
5475,Mozarlândia,Goiás,1,1
5476,Mundo Novo,Goiás,1,1
5477,Mutunópolis,Goiás,1,1
5478,Nazário,Goiás,,1
5479,Nerópolis,Goiás,0,0
5480,Niquelândia,Goiás,1,1
5481,Nova América,Goiás,0,1
5482,Nova Aurora,Goiás,0,0
5483,Nova Crixás,Goiás,0,0
5484,Nova Glória,Goiás,0,0
5485,Nova Iguaçu de Goiás,Goiás,1,1
5486,Nova Roma,Goiás,,0
5487,Nova Veneza,Goiás,,1
5488,Novo Brasil,Goiás,,1
5489,Novo Gama,Goiás,0,0
5490,Novo Planalto,Goiás,1,1
5491,Orizona,Goiás,0,0
5492,Ouro Verde de Goiás,Goiás,0,0
5493,Ouvidor,Goiás,0,0
5494,Padre Bernardo,Goiás,1,1
5495,Palestina de Goiás,Goiás,0,0
5496,Palmeiras de Goiás,Goiás,,1
5497,Palmelo,Goiás,1,1
5498,Palminópolis,Goiás,0,0
5499,Panamá,Goiás,,1
5500,Paranaiguara,Goiás,0,0
5501,Paraúna,Goiás,0,0
5502,Perolândia,Goiás,1,1
5503,Petrolina de Goiás,Goiás,1,1
5504,Pilar de Goiás,Goiás,1,1
5505,Piracanjuba,Goiás,1,1
5506,Piranhas,Goiás,1,1
5507,Pirenópolis,Goiás,,1
5508,Pires do Rio,Goiás,,1
5509,Planaltina,Goiás,,0
5510,Pontalina,Goiás,1,1
5511,Porangatu,Goiás,1,1
5512,Porteirão,Goiás,1,1
5513,Portelândia,Goiás,1,1
5514,Posse,Goiás,,0
5515,Professor Jamil,Goiás,0,0
5516,Quirinópolis,Goiás,,1
5517,Rialma,Goiás,0,1
5518,Rianápolis,Goiás,1,1
5519,Rio Quente,Goiás,0,1
5520,Rio Verde,Goiás,0,0
5521,Rubiataba,Goiás,0,0
5522,Sanclerlândia,Goiás,,1
5523,Santa Bárbara de Goiás,Goiás,1,1
5524,Santa Cruz de Goiás,Goiás,1,1
5525,Santa Fé de Goiás,Goiás,0,1
5526,Santa Helena de Goiás,Goiás,1,1
