,Município,UF,Capag_real,Capag_predito
4346,Biguaçu,Santa Catarina,0,0
4347,Blumenau,Santa Catarina,0,0
4348,Bocaina do Sul,Santa Catarina,0,0
4349,Bombinhas,Santa Catarina,0,0
4350,Bom Jardim da Serra,Santa Catarina,0,0
4351,Bom Jesus,Santa Catarina,,0
4352,Bom Jesus do Oeste,Santa Catarina,0,0
4353,Bom Retiro,Santa Catarina,1,1
4354,Botuverá,Santa Catarina,0,0
4355,Braço do Norte,Santa Catarina,0,0
4356,Braço do Trombudo,Santa Catarina,0,0
4357,Brunópolis,Santa Catarina,1,0
4358,Brusque,Santa Catarina,0,0
4359,Caçador,Santa Catarina,0,0
4360,Caibi,Santa Catarina,1,1
4361,Calmon,Santa Catarina,1,0
4362,Camboriú,Santa Catarina,0,0
4363,Capão Alto,Santa Catarina,,0
4364,Campo Alegre,Santa Catarina,1,1
4365,Campo Belo do Sul,Santa Catarina,0,0
4366,Campo Erê,Santa Catarina,0,0
4367,Campos Novos,Santa Catarina,0,0
4368,Canelinha,Santa Catarina,,0
4369,Canoinhas,Santa Catarina,0,0
4370,Capinzal,Santa Catarina,0,0
4371,Capivari de Baixo,Santa Catarina,,0
4372,Catanduvas,Santa Catarina,0,0
4373,Caxambu do Sul,Santa Catarina,0,0
4374,Celso Ramos,Santa Catarina,,0
4375,Cerro Negro,Santa Catarina,0,0
4376,Chapadão do Lageado,Santa Catarina,,0
4377,Chapecó,Santa Catarina,0,0
4378,Cocal do Sul,Santa Catarina,0,0
4379,Concórdia,Santa Catarina,0,0
4380,Cordilheira Alta,Santa Catarina,0,0
4381,Coronel Freitas,Santa Catarina,0,0
4382,Coronel Martins,Santa Catarina,0,0
4383,Corupá,Santa Catarina,0,1
4384,Correia Pinto,Santa Catarina,1,0
4385,Criciúma,Santa Catarina,0,0
4386,Cunha Porã,Santa Catarina,0,0
4387,Cunhataí,Santa Catarina,0,0
4388,Curitibanos,Santa Catarina,0,0
4389,Descanso,Santa Catarina,0,0
4390,Dionísio Cerqueira,Santa Catarina,0,0
4391,Dona Emma,Santa Catarina,0,0
4392,Doutor Pedrinho,Santa Catarina,0,0
4393,Entre Rios,Santa Catarina,,0
4394,Ermo,Santa Catarina,0,0
4395,Erval Velho,Santa Catarina,0,0
4396,Faxinal dos Guedes,Santa Catarina,0,0
4397,Flor do Sertão,Santa Catarina,,0
4398,Florianópolis,Santa Catarina,0,0
4399,Formosa do Sul,Santa Catarina,0,0
4400,Forquilhinha,Santa Catarina,,0
4401,Fraiburgo,Santa Catarina,0,0
4402,Frei Rogério,Santa Catarina,0,0
4403,Galvão,Santa Catarina,0,0
4404,Garopaba,Santa Catarina,0,0
4405,Garuva,Santa Catarina,0,0
4406,Gaspar,Santa Catarina,0,0
4407,Governador Celso Ramos,Santa Catarina,0,0
4408,Grão Pará,Santa Catarina,1,1
4409,Gravatal,Santa Catarina,0,0
4410,Guabiruba,Santa Catarina,,0
4411,Guaraciaba,Santa Catarina,0,0
4412,Guaramirim,Santa Catarina,0,0
4413,Guarujá do Sul,Santa Catarina,0,0
4414,Guatambú,Santa Catarina,0,0
4415,Herval d'Oeste,Santa Catarina,0,0
4416,Ibiam,Santa Catarina,,0
4417,Ibicaré,Santa Catarina,0,0
4418,Ibirama,Santa Catarina,0,0
4419,Içara,Santa Catarina,1,0
4420,Ilhota,Santa Catarina,0,0
4421,Imaruí,Santa Catarina,1,1
4422,Imbituba,Santa Catarina,,0
4423,Imbuia,Santa Catarina,0,0
4424,Indaial,Santa Catarina,0,0
4425,Iomerê,Santa Catarina,0,0
4426,Ipira,Santa Catarina,0,0
4427,Iporã do Oeste,Santa Catarina,0,0
4428,Ipuaçu,Santa Catarina,0,0
4429,Ipumirim,Santa Catarina,0,0
4430,Iraceminha,Santa Catarina,0,0
4431,Irani,Santa Catarina,0,0
4432,Irati,Santa Catarina,0,0
4433,Irineópolis,Santa Catarina,0,0
4434,Itá,Santa Catarina,0,0
4435,Itaiópolis,Santa Catarina,0,0
4436,Itajaí,Santa Catarina,0,0
4437,Itapema,Santa Catarina,0,0
4438,Itapiranga,Santa Catarina,0,0
4439,Itapoá,Santa Catarina,0,0
4440,Ituporanga,Santa Catarina,1,0
4441,Jaborá,Santa Catarina,0,0
4442,Jacinto Machado,Santa Catarina,0,0
4443,Jaguaruna,Santa Catarina,1,1
4444,Jaraguá do Sul,Santa Catarina,0,0
4445,Jardinópolis,Santa Catarina,0,0
4446,Joaçaba,Santa Catarina,0,0
4447,Joinville,Santa Catarina,0,0
4448,José Boiteux,Santa Catarina,0,0
4449,Jupiá,Santa Catarina,0,0
4450,Lacerdópolis,Santa Catarina,0,0
4451,Lages,Santa Catarina,0,0
4452,Laguna,Santa Catarina,1,1
4453,Lajeado Grande,Santa Catarina,1,1
4454,Laurentino,Santa Catarina,0,0
4455,Lauro Müller,Santa Catarina,0,0
4456,Lebon Régis,Santa Catarina,0,0
4457,Leoberto Leal,Santa Catarina,,0
4458,Lindóia do Sul,Santa Catarina,0,0
4459,Lontras,Santa Catarina,0,0
4460,Luiz Alves,Santa Catarina,0,0
4461,Luzerna,Santa Catarina,0,0
4462,Macieira,Santa Catarina,0,0
4463,Mafra,Santa Catarina,0,0
4464,Major Gercino,Santa Catarina,0,0
4465,Major Vieira,Santa Catarina,0,0
4466,Maracajá,Santa Catarina,1,1
4467,Maravilha,Santa Catarina,0,0
4468,Marema,Santa Catarina,0,0
4469,Massaranduba,Santa Catarina,0,0
4470,Matos Costa,Santa Catarina,0,0
4471,Meleiro,Santa Catarina,,0
4472,Mirim Doce,Santa Catarina,0,0
4473,Modelo,Santa Catarina,0,0
4474,Mondaí,Santa Catarina,0,0
4475,Monte Carlo,Santa Catarina,0,0
4476,Monte Castelo,Santa Catarina,0,0
4477,Morro da Fumaça,Santa Catarina,0,0
4478,Morro Grande,Santa Catarina,,0
4479,Navegantes,Santa Catarina,0,0
4480,Nova Erechim,Santa Catarina,0,0
4481,Nova Itaberaba,Santa Catarina,0,0
4482,Nova Trento,Santa Catarina,1,1
4483,Nova Veneza,Santa Catarina,,0
4484,Novo Horizonte,Santa Catarina,0,0
4485,Orleans,Santa Catarina,0,0
4486,Otacílio Costa,Santa Catarina,1,1
4487,Ouro,Santa Catarina,0,0
4488,Ouro Verde,Santa Catarina,0,0
4489,Paial,Santa Catarina,0,0
4490,Painel,Santa Catarina,0,0
4491,Palhoça,Santa Catarina,0,0
4492,Palma Sola,Santa Catarina,,0
4493,Palmeira,Santa Catarina,0,0
4494,Palmitos,Santa Catarina,0,0
4495,Papanduva,Santa Catarina,0,0
4496,Paraíso,Santa Catarina,0,0
4497,Passo de Torres,Santa Catarina,,0
4498,Passos Maia,Santa Catarina,0,0
4499,Paulo Lopes,Santa Catarina,0,0
4500,Pedras Grandes,Santa Catarina,1,0
4501,Penha,Santa Catarina,1,1
4502,Peritiba,Santa Catarina,0,0
4503,Pescaria Brava,Santa Catarina,1,0
4504,Petrolândia,Santa Catarina,,0
4505,Balneário Piçarras,Santa Catarina,0,0
4506,Pinhalzinho,Santa Catarina,0,0
4507,Pinheiro Preto,Santa Catarina,0,0
4508,Piratuba,Santa Catarina,0,0
4509,Planalto Alegre,Santa Catarina,0,0
4510,Pomerode,Santa Catarina,0,0
4511,Ponte Alta,Santa Catarina,1,1
4512,Ponte Alta do Norte,Santa Catarina,0,0
4513,Ponte Serrada,Santa Catarina,0,0
4514,Porto Belo,Santa Catarina,0,0
4515,Porto União,Santa Catarina,0,0
4516,Pouso Redondo,Santa Catarina,0,0
4517,Praia Grande,Santa Catarina,,0
4518,Presidente Castello Branco,Santa Catarina,0,0
4519,Presidente Getúlio,Santa Catarina,0,0
4520,Presidente Nereu,Santa Catarina,,0
4521,Princesa,Santa Catarina,0,0
4522,Quilombo,Santa Catarina,1,0
4523,Rancho Queimado,Santa Catarina,0,0
4524,Rio das Antas,Santa Catarina,0,0
4525,Rio do Campo,Santa Catarina,0,0
4526,Rio do Oeste,Santa Catarina,0,0
4527,Rio dos Cedros,Santa Catarina,0,0
4528,Rio do Sul,Santa Catarina,0,0
4529,Rio Fortuna,Santa Catarina,0,0
4530,Rio Negrinho,Santa Catarina,1,1
4531,Rio Rufino,Santa Catarina,1,0
4532,Riqueza,Santa Catarina,0,0
4533,Rodeio,Santa Catarina,0,0
4534,Romelândia,Santa Catarina,0,0
4535,Salete,Santa Catarina,0,0
4536,Saltinho,Santa Catarina,0,0
4537,Salto Veloso,Santa Catarina,0,0
4538,Sangão,Santa Catarina,0,0
4539,Santa Cecília,Santa Catarina,1,0
4540,Santa Helena,Santa Catarina,0,0
4541,Santa Rosa de Lima,Santa Catarina,1,0
4542,Santa Rosa do Sul,Santa Catarina,0,0
4543,Santa Terezinha,Santa Catarina,,0
4544,Santa Terezinha do Progresso,Santa Catarina,0,0
4545,Santiago do Sul,Santa Catarina,0,0
4546,Santo Amaro da Imperatriz,Santa Catarina,,0
4547,São Bernardino,Santa Catarina,0,0
4548,São Bento do Sul,Santa Catarina,0,0
4549,São Bonifácio,Santa Catarina,0,0
4550,São Carlos,Santa Catarina,0,0
4551,São Cristóvão do Sul,Santa Catarina,,0
4552,São Domingos,Santa Catarina,,0
4553,São Francisco do Sul,Santa Catarina,0,0
4554,São João do Oeste,Santa Catarina,0,0
4555,São João Batista,Santa Catarina,0,0
4556,São João do Itaperiú,Santa Catarina,0,0
4557,São João do Sul,Santa Catarina,,0
4558,São Joaquim,Santa Catarina,0,0
4559,São José,Santa Catarina,0,0
4560,São José do Cedro,Santa Catarina,0,0
4561,São José do Cerrito,Santa Catarina,0,0
4562,São Lourenço do Oeste,Santa Catarina,0,0
4563,São Ludgero,Santa Catarina,0,0
4564,São Martinho,Santa Catarina,1,0
4565,São Miguel da Boa Vista,Santa Catarina,0,0
4566,São Miguel do Oeste,Santa Catarina,0,0
4567,São Pedro de Alcântara,Santa Catarina,0,0
4568,Saudades,Santa Catarina,0,0
4569,Schroeder,Santa Catarina,0,0
4570,Seara,Santa Catarina,0,0
4571,Serra Alta,Santa Catarina,1,0
4572,Siderópolis,Santa Catarina,1,1
4573,Sombrio,Santa Catarina,0,0
4574,Sul Brasil,Santa Catarina,0,0
4575,Taió,Santa Catarina,0,0
4576,Tangará,Santa Catarina,0,0
4577,Tigrinhos,Santa Catarina,0,0
4578,Tijucas,Santa Catarina,1,1
4579,Timbé do Sul,Santa Catarina,1,1
4580,Timbó,Santa Catarina,0,0
4581,Timbó Grande,Santa Catarina,0,0
4582,Três Barras,Santa Catarina,0,0
4583,Treviso,Santa Catarina,1,1
4584,Treze de Maio,Santa Catarina,,1
4585,Treze Tílias,Santa Catarina,0,0
4586,Trombudo Central,Santa Catarina,0,0
4587,Tubarão,Santa Catarina,1,1
4588,Tunápolis,Santa Catarina,0,0
4589,Turvo,Santa Catarina,,0
4590,União do Oeste,Santa Catarina,0,0
4591,Urubici,Santa Catarina,0,0
4592,Urupema,Santa Catarina,0,0
4593,Urussanga,Santa Catarina,0,0
4594,Vargeão,Santa Catarina,0,0
4595,Vargem,Santa Catarina,,0
4596,Vargem Bonita,Santa Catarina,0,0
4597,Vidal Ramos,Santa Catarina,,0
4598,Videira,Santa Catarina,0,0
4599,Vitor Meireles,Santa Catarina,0,0
4600,Witmarsum,Santa Catarina,0,0
4601,Xanxerê,Santa Catarina,0,0
4602,Xavantina,Santa Catarina,0,0
4603,Xaxim,Santa Catarina,0,0
4604,Zortéa,Santa Catarina,1,0
4605,Balneário Rincão,Santa Catarina,0,0
4606,Aceguá,Rio Grande do Sul,0,0
4607,Água Santa,Rio Grande do Sul,0,0
4608,Agudo,Rio Grande do Sul,0,0
4609,Ajuricaba,Rio Grande do Sul,0,0
4610,Alecrim,Rio Grande do Sul,1,1
4611,Alegrete,Rio Grande do Sul,0,0
4612,Alegria,Rio Grande do Sul,0,0
4613,Almirante Tamandaré do Sul,Rio Grande do Sul,0,0
4614,Alpestre,Rio Grande do Sul,0,0
4615,Alto Alegre,Rio Grande do Sul,0,0
4616,Alto Feliz,Rio Grande do Sul,0,0
4617,Alvorada,Rio Grande do Sul,0,0
4618,Amaral Ferrador,Rio Grande do Sul,1,1
4619,Ametista do Sul,Rio Grande do Sul,1,1
4620,André da Rocha,Rio Grande do Sul,0,0
4621,Anta Gorda,Rio Grande do Sul,0,0
4622,Antônio Prado,Rio Grande do Sul,0,0
4623,Arambaré,Rio Grande do Sul,1,1
4624,Araricá,Rio Grande do Sul,1,1
4625,Aratiba,Rio Grande do Sul,0,0
4626,Arroio do Meio,Rio Grande do Sul,0,0
4627,Arroio do Sal,Rio Grande do Sul,0,0
4628,Arroio do Padre,Rio Grande do Sul,0,0
4629,Arroio dos Ratos,Rio Grande do Sul,,0
4630,Arroio do Tigre,Rio Grande do Sul,1,1
4631,Arroio Grande,Rio Grande do Sul,0,0
4632,Arvorezinha,Rio Grande do Sul,0,0
4633,Augusto Pestana,Rio Grande do Sul,0,0
4634,Áurea,Rio Grande do Sul,1,0
4635,Bagé,Rio Grande do Sul,,0
4636,Balneário Pinhal,Rio Grande do Sul,,1
4637,Barão,Rio Grande do Sul,0,0
4638,Barão de Cotegipe,Rio Grande do Sul,,0
4639,Barão do Triunfo,Rio Grande do Sul,,0
4640,Barracão,Rio Grande do Sul,0,0
4641,Barra do Guarita,Rio Grande do Sul,0,0
4642,Barra do Quaraí,Rio Grande do Sul,0,0
4643,Barra do Ribeiro,Rio Grande do Sul,0,0
4644,Barra do Rio Azul,Rio Grande do Sul,0,0
4645,Barra Funda,Rio Grande do Sul,0,0
4646,Barros Cassal,Rio Grande do Sul,1,1
4647,Benjamin Constant do Sul,Rio Grande do Sul,1,1
4648,Bento Gonçalves,Rio Grande do Sul,0,0
4649,Boa Vista das Missões,Rio Grande do Sul,0,0
4650,Boa Vista do Buricá,Rio Grande do Sul,0,0
4651,Boa Vista do Cadeado,Rio Grande do Sul,0,0
4652,Boa Vista do Incra,Rio Grande do Sul,0,0
4653,Boa Vista do Sul,Rio Grande do Sul,0,0
4654,Bom Jesus,Rio Grande do Sul,0,0
4655,Bom Princípio,Rio Grande do Sul,0,0
4656,Bom Progresso,Rio Grande do Sul,1,1
4657,Bom Retiro do Sul,Rio Grande do Sul,0,0
4658,Boqueirão do Leão,Rio Grande do Sul,0,0
4659,Bossoroca,Rio Grande do Sul,0,0
4660,Bozano,Rio Grande do Sul,0,0
4661,Braga,Rio Grande do Sul,0,0
4662,Brochier,Rio Grande do Sul,,0
4663,Butiá,Rio Grande do Sul,1,1
4664,Caçapava do Sul,Rio Grande do Sul,1,1
4665,Cacequi,Rio Grande do Sul,,0
4666,Cachoeira do Sul,Rio Grande do Sul,1,0
4667,Cachoeirinha,Rio Grande do Sul,0,0
4668,Cacique Doble,Rio Grande do Sul,0,0
4669,Caibaté,Rio Grande do Sul,,0
4670,Caiçara,Rio Grande do Sul,,0
4671,Camaquã,Rio Grande do Sul,0,0
4672,Camargo,Rio Grande do Sul,0,0
4673,Cambará do Sul,Rio Grande do Sul,0,0
4674,Campestre da Serra,Rio Grande do Sul,0,0
4675,Campina das Missões,Rio Grande do Sul,0,0
4676,Campinas do Sul,Rio Grande do Sul,0,0
4677,Campo Bom,Rio Grande do Sul,0,0
4678,Campo Novo,Rio Grande do Sul,0,0
4679,Campos Borges,Rio Grande do Sul,0,0
4680,Candelária,Rio Grande do Sul,0,0
4681,Cândido Godói,Rio Grande do Sul,1,0
4682,Candiota,Rio Grande do Sul,0,0
4683,Canela,Rio Grande do Sul,1,1
4684,Canguçu,Rio Grande do Sul,0,0
4685,Canoas,Rio Grande do Sul,0,0
4686,Canudos do Vale,Rio Grande do Sul,0,0
4687,Capão Bonito do Sul,Rio Grande do Sul,0,0
4688,Capão da Canoa,Rio Grande do Sul,0,0
4689,Capão do Cipó,Rio Grande do Sul,0,0
4690,Capão do Leão,Rio Grande do Sul,1,1
4691,Capivari do Sul,Rio Grande do Sul,0,0
4692,Capela de Santana,Rio Grande do Sul,1,1
4693,Capitão,Rio Grande do Sul,0,0
4694,Carazinho,Rio Grande do Sul,0,0
4695,Caraá,Rio Grande do Sul,1,1
4696,Carlos Barbosa,Rio Grande do Sul,0,0
4697,Carlos Gomes,Rio Grande do Sul,0,0
4698,Casca,Rio Grande do Sul,0,0
4699,Caseiros,Rio Grande do Sul,0,0
4700,Catuípe,Rio Grande do Sul,0,0
4701,Caxias do Sul,Rio Grande do Sul,0,0
4702,Centenário,Rio Grande do Sul,1,0
4703,Cerrito,Rio Grande do Sul,0,0
4704,Cerro Branco,Rio Grande do Sul,1,1
4705,Cerro Grande,Rio Grande do Sul,1,1
4706,Cerro Grande do Sul,Rio Grande do Sul,0,0
4707,Cerro Largo,Rio Grande do Sul,1,1
4708,Chapada,Rio Grande do Sul,0,0
4709,Charqueadas,Rio Grande do Sul,0,0
4710,Charrua,Rio Grande do Sul,0,0
4711,Chiapetta,Rio Grande do Sul,1,1
4712,Chuí,Rio Grande do Sul,0,0
4713,Chuvisca,Rio Grande do Sul,1,1
4714,Cidreira,Rio Grande do Sul,1,1
4715,Ciríaco,Rio Grande do Sul,0,0
4716,Colinas,Rio Grande do Sul,0,0
4717,Colorado,Rio Grande do Sul,0,0
4718,Condor,Rio Grande do Sul,1,0
4719,Constantina,Rio Grande do Sul,1,0
4720,Coqueiro Baixo,Rio Grande do Sul,0,0
4721,Coqueiros do Sul,Rio Grande do Sul,,0
4722,Coronel Barros,Rio Grande do Sul,0,0
4723,Coronel Bicaco,Rio Grande do Sul,0,0
4724,Coronel Pilar,Rio Grande do Sul,0,0
4725,Cotiporã,Rio Grande do Sul,0,0
4726,Coxilha,Rio Grande do Sul,0,0
4727,Crissiumal,Rio Grande do Sul,0,0
4728,Cristal,Rio Grande do Sul,0,0
4729,Cristal do Sul,Rio Grande do Sul,0,0
4730,Cruz Alta,Rio Grande do Sul,1,1
4731,Cruzaltense,Rio Grande do Sul,0,0
4732,Cruzeiro do Sul,Rio Grande do Sul,0,0
4733,David Canabarro,Rio Grande do Sul,0,0
4734,Derrubadas,Rio Grande do Sul,0,0
4735,Dezesseis de Novembro,Rio Grande do Sul,,0
4736,Dilermando de Aguiar,Rio Grande do Sul,0,0
4737,Dois Irmãos,Rio Grande do Sul,0,0
4738,Dois Irmãos das Missões,Rio Grande do Sul,0,0
4739,Dois Lajeados,Rio Grande do Sul,0,0
4740,Dom Feliciano,Rio Grande do Sul,0,0
4741,Dom Pedro de Alcântara,Rio Grande do Sul,0,0
4742,Dom Pedrito,Rio Grande do Sul,0,0
4743,Dona Francisca,Rio Grande do Sul,0,0
4744,Doutor Maurício Cardoso,Rio Grande do Sul,,0
4745,Doutor Ricardo,Rio Grande do Sul,0,0
4746,Eldorado do Sul,Rio Grande do Sul,0,0
4747,Encantado,Rio Grande do Sul,,0
4748,Encruzilhada do Sul,Rio Grande do Sul,0,0
4749,Engenho Velho,Rio Grande do Sul,,0
4750,Entre-Ijuís,Rio Grande do Sul,0,0
4751,Entre Rios do Sul,Rio Grande do Sul,,0
4752,Erebango,Rio Grande do Sul,,0
4753,Erechim,Rio Grande do Sul,0,0
4754,Ernestina,Rio Grande do Sul,0,0
4755,Herval,Rio Grande do Sul,0,0
4756,Erval Grande,Rio Grande do Sul,0,0
4757,Erval Seco,Rio Grande do Sul,1,0
4758,Esmeralda,Rio Grande do Sul,0,0
4759,Esperança do Sul,Rio Grande do Sul,0,0
4760,Espumoso,Rio Grande do Sul,1,0
4761,Estação,Rio Grande do Sul,0,0
4762,Estância Velha,Rio Grande do Sul,0,0
4763,Esteio,Rio Grande do Sul,0,0
4764,Estrela,Rio Grande do Sul,0,0
4765,Estrela Velha,Rio Grande do Sul,0,0
4766,Eugênio de Castro,Rio Grande do Sul,0,0
4767,Fagundes Varela,Rio Grande do Sul,0,0
4768,Farroupilha,Rio Grande do Sul,0,0
4769,Faxinal do Soturno,Rio Grande do Sul,0,0
4770,Faxinalzinho,Rio Grande do Sul,0,0
4771,Fazenda Vilanova,Rio Grande do Sul,0,0
4772,Feliz,Rio Grande do Sul,0,0
4773,Flores da Cunha,Rio Grande do Sul,0,0
4774,Floriano Peixoto,Rio Grande do Sul,0,0
4775,Fontoura Xavier,Rio Grande do Sul,1,1
4776,Formigueiro,Rio Grande do Sul,0,0
4777,Forquetinha,Rio Grande do Sul,0,0
4778,Fortaleza dos Valos,Rio Grande do Sul,0,0
4779,Frederico Westphalen,Rio Grande do Sul,1,0
4780,Garibaldi,Rio Grande do Sul,0,0
4781,Garruchos,Rio Grande do Sul,0,0
4782,Gaurama,Rio Grande do Sul,0,0
4783,General Câmara,Rio Grande do Sul,0,0
4784,Gentil,Rio Grande do Sul,1,0
4785,Getúlio Vargas,Rio Grande do Sul,0,0
4786,Giruá,Rio Grande do Sul,0,0
4787,Glorinha,Rio Grande do Sul,0,0
4788,Gramado,Rio Grande do Sul,1,1
4789,Gramado dos Loureiros,Rio Grande do Sul,1,1
4790,Gramado Xavier,Rio Grande do Sul,0,0
4791,Gravataí,Rio Grande do Sul,1,1
4792,Guabiju,Rio Grande do Sul,0,0
4793,Guaíba,Rio Grande do Sul,0,0
4794,Guaporé,Rio Grande do Sul,1,1
4795,Guarani das Missões,Rio Grande do Sul,0,0
4796,Harmonia,Rio Grande do Sul,0,0
4797,Herveiras,Rio Grande do Sul,0,0
4798,Horizontina,Rio Grande do Sul,0,0
4799,Hulha Negra,Rio Grande do Sul,1,0
4800,Humaitá,Rio Grande do Sul,0,0
4801,Ibarama,Rio Grande do Sul,1,1
4802,Ibiaçá,Rio Grande do Sul,0,0
4803,Ibiraiaras,Rio Grande do Sul,0,0
4804,Ibirapuitã,Rio Grande do Sul,1,0
4805,Ibirubá,Rio Grande do Sul,0,0
4806,Igrejinha,Rio Grande do Sul,0,0
4807,Ijuí,Rio Grande do Sul,0,0
4808,Ilópolis,Rio Grande do Sul,,0
4809,Imbé,Rio Grande do Sul,1,1
4810,Imigrante,Rio Grande do Sul,0,0
4811,Independência,Rio Grande do Sul,0,0
4812,Inhacorá,Rio Grande do Sul,1,0
4813,Ipê,Rio Grande do Sul,0,0
4814,Ipiranga do Sul,Rio Grande do Sul,0,0
4815,Iraí,Rio Grande do Sul,0,0
4816,Itaara,Rio Grande do Sul,0,0
4817,Itacurubi,Rio Grande do Sul,0,0
4818,Itapuca,Rio Grande do Sul,0,0
4819,Itaqui,Rio Grande do Sul,1,1
4820,Itati,Rio Grande do Sul,0,0
4821,Itatiba do Sul,Rio Grande do Sul,0,0
4822,Ivorá,Rio Grande do Sul,0,0
4823,Ivoti,Rio Grande do Sul,0,0
4824,Jaboticaba,Rio Grande do Sul,0,0
4825,Jacuizinho,Rio Grande do Sul,0,0
4826,Jacutinga,Rio Grande do Sul,,0
4827,Jaguarão,Rio Grande do Sul,0,0
4828,Jaguari,Rio Grande do Sul,1,1
4829,Jaquirana,Rio Grande do Sul,1,1
4830,Jari,Rio Grande do Sul,0,0
4831,Jóia,Rio Grande do Sul,0,0
4832,Júlio de Castilhos,Rio Grande do Sul,0,0
4833,Lagoa Bonita do Sul,Rio Grande do Sul,,0
4834,Lagoão,Rio Grande do Sul,0,0
4835,Lagoa dos Três Cantos,Rio Grande do Sul,0,0
4836,Lagoa Vermelha,Rio Grande do Sul,0,0
4837,Lajeado,Rio Grande do Sul,0,0
4838,Lajeado do Bugre,Rio Grande do Sul,0,0
4839,Lavras do Sul,Rio Grande do Sul,0,0
4840,Liberato Salzano,Rio Grande do Sul,0,0
4841,Lindolfo Collor,Rio Grande do Sul,0,0
4842,Linha Nova,Rio Grande do Sul,0,0
4843,Machadinho,Rio Grande do Sul,1,0
4844,Maçambará,Rio Grande do Sul,0,0
4845,Mampituba,Rio Grande do Sul,0,0
4846,Manoel Viana,Rio Grande do Sul,0,0
4847,Maquiné,Rio Grande do Sul,,1
4848,Maratá,Rio Grande do Sul,0,0
4849,Marau,Rio Grande do Sul,0,0
4850,Marcelino Ramos,Rio Grande do Sul,0,0
4851,Mariana Pimentel,Rio Grande do Sul,0,0
4852,Mariano Moro,Rio Grande do Sul,0,0
4853,Marques de Souza,Rio Grande do Sul,0,0
4854,Mata,Rio Grande do Sul,0,0
4855,Mato Castelhano,Rio Grande do Sul,1,0
4856,Mato Leitão,Rio Grande do Sul,0,0
4857,Mato Queimado,Rio Grande do Sul,0,0
4858,Maximiliano de Almeida,Rio Grande do Sul,,0
4859,Minas do Leão,Rio Grande do Sul,0,0
4860,Miraguaí,Rio Grande do Sul,1,0
4861,Montauri,Rio Grande do Sul,0,0
4862,Monte Alegre dos Campos,Rio Grande do Sul,1,1
4863,Monte Belo do Sul,Rio Grande do Sul,0,0
4864,Montenegro,Rio Grande do Sul,0,0
4865,Mormaço,Rio Grande do Sul,0,0
4866,Morrinhos do Sul,Rio Grande do Sul,0,0
4867,Morro Redondo,Rio Grande do Sul,0,0
4868,Morro Reuter,Rio Grande do Sul,0,0
4869,Mostardas,Rio Grande do Sul,0,0
4870,Muçum,Rio Grande do Sul,1,0
4871,Muitos Capões,Rio Grande do Sul,0,0
4872,Muliterno,Rio Grande do Sul,1,0
4873,Não-Me-Toque,Rio Grande do Sul,0,0
4874,Nicolau Vergueiro,Rio Grande do Sul,0,0
4875,Nonoai,Rio Grande do Sul,0,0
4876,Nova Alvorada,Rio Grande do Sul,0,0
4877,Nova Araçá,Rio Grande do Sul,0,0
4878,Nova Bassano,Rio Grande do Sul,0,0
4879,Nova Boa Vista,Rio Grande do Sul,0,0
4880,Nova Bréscia,Rio Grande do Sul,0,0
4881,Nova Candelária,Rio Grande do Sul,0,0
4882,Nova Esperança do Sul,Rio Grande do Sul,0,0
4883,Nova Hartz,Rio Grande do Sul,0,0
4884,Nova Pádua,Rio Grande do Sul,0,0
4885,Nova Palma,Rio Grande do Sul,0,0
4886,Nova Petrópolis,Rio Grande do Sul,0,0
4887,Nova Prata,Rio Grande do Sul,0,0
4888,Nova Ramada,Rio Grande do Sul,0,0
4889,Nova Roma do Sul,Rio Grande do Sul,0,0
4890,Nova Santa Rita,Rio Grande do Sul,0,0
4891,Novo Cabrais,Rio Grande do Sul,0,0
4892,Novo Hamburgo,Rio Grande do Sul,1,1
4893,Novo Machado,Rio Grande do Sul,0,0
4894,Novo Tiradentes,Rio Grande do Sul,,1
4895,Novo Xingu,Rio Grande do Sul,0,0
4896,Novo Barreiro,Rio Grande do Sul,1,0
4897,Osório,Rio Grande do Sul,0,0
4898,Paim Filho,Rio Grande do Sul,0,0
4899,Palmares do Sul,Rio Grande do Sul,0,0
4900,Palmeira das Missões,Rio Grande do Sul,0,0
4901,Palmitinho,Rio Grande do Sul,0,0
4902,Panambi,Rio Grande do Sul,0,0
4903,Pantano Grande,Rio Grande do Sul,0,0
4904,Paraí,Rio Grande do Sul,0,0
4905,Paraíso do Sul,Rio Grande do Sul,0,0
4906,Pareci Novo,Rio Grande do Sul,1,1
4907,Parobé,Rio Grande do Sul,1,1
4908,Passa Sete,Rio Grande do Sul,0,0
4909,Passo do Sobrado,Rio Grande do Sul,0,0
4910,Passo Fundo,Rio Grande do Sul,0,0
4911,Paulo Bento,Rio Grande do Sul,0,0
4912,Paverama,Rio Grande do Sul,0,0
4913,Pedras Altas,Rio Grande do Sul,0,0
4914,Pedro Osório,Rio Grande do Sul,0,0
4915,Pejuçara,Rio Grande do Sul,0,0
4916,Pelotas,Rio Grande do Sul,0,0
4917,Picada Café,Rio Grande do Sul,0,0
4918,Pinhal,Rio Grande do Sul,0,0
4919,Pinhal da Serra,Rio Grande do Sul,0,0
4920,Pinhal Grande,Rio Grande do Sul,0,0
4921,Pinheirinho do Vale,Rio Grande do Sul,1,1
4922,Pinheiro Machado,Rio Grande do Sul,1,1
4923,Pinto Bandeira,Rio Grande do Sul,,1
