;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
578;Olinda Nova do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6201;0,048634166;0,29188654;0,538819966;0,12063603;0;0
579;Paço do Lumiar;Nordeste;Maranhão;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;7733;0,126128123;0,45170602;0,404810567;0,017352994;;0
580;Palmeirândia;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6301;0,038159793;0,247225766;0,573297316;0,141300451;;0
581;Paraibano;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;6450;0,067130819;0,377529087;0,439216236;0,116116069;;0
582;Parnarama;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6574;0,038498952;0,257458886;0,523444172;0,180588856;;0
583;Passagem Franca;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7787;0,057738384;0,322064235;0,457100887;0,163096494;;0
584;Pastos Bons;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;10180;0,151348513;0,296261616;0,363148751;0,189230295;;0
585;Paulino Neves;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6487;0,034821438;0,268802834;0,621174998;0,075190123;;0
586;Paulo Ramos;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7161;0,042772445;0,357679277;0,477272727;0,122261434;;0
587;Pedreiras;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Centro Sub-regional;Sim;Não;Não;15334;0,119670917;0,581495572;0,251340478;0,047489386;;0
588;Pedro do Rosário;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;5628;0,029205616;0,213735686;0,659836578;0,097207411;0;0
589;Penalva;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;5606;0,036553917;0,258858544;0,594567083;0,110010761;;0
590;Peri Mirim;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;5489;0,039058654;0,274661097;0,569902486;0,116364459;;0
591;Peritoró;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;9459;0,041158017;0,497877273;0,415967989;0,044986552;;0
592;Pindaré-Mirim;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7942;0,05898971;0,315941794;0,552249711;0,072814726;;0
593;Pinheiro;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Sim;Não;Não;9970;0,049798163;0,554236972;0,335282122;0,060680058;1;0
594;Pio XII;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Sim;Não;Não;7376;0,05587199;0,364062045;0,487714255;0,092338464;;0
595;Pirapemas;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6289;0,041902847;0,254095516;0,610825866;0,093157974;0;0
596;Poção de Pedras;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;8212;0,033802423;0,309669309;0,484659706;0,17184761;;0
597;Porto Franco;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;22240;0,229532303;0,493632176;0,200844561;0,075988791;0;0
598;Porto Rico do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6751;0,04435157;0,210688956;0,560840932;0,184093212;0;0
599;Presidente Dutra;Nordeste;Maranhão;Não;Polo;Polo;;Centro Subregional B;Centro Subregional;Região Rural de Centro Sub-regional;Sim;Não;Não;12362;0,076573848;0,604426093;0,278956188;0,04004196;;0
600;Presidente Juscelino;Nordeste;Maranhão;Sim;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Sim;Não;Não;6899;0,040337788;0,173824945;0,571440284;0,21438527;;0
601;Presidente Médici;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7013;0,036590304;0,233798615;0,522003197;0,207565264;0;0
602;Presidente Sarney;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6833;0,034987257;0,191900287;0,512782733;0,260313794;;0
603;Presidente Vargas;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6284;0,034902323;0,225588188;0,656084423;0,083410389;;0
604;Primeira Cruz;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;4901;0,028843369;0,159776536;0,660059314;0,151306987;;0
605;Raposa;Nordeste;Maranhão;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;7838;0,105136685;0,402449328;0,414468843;0,077940602;1;0
606;Riachão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;17440;0,043575795;0,252865353;0,205012559;0,498543341;0;0
607;Ribamar Fiquene;Nordeste;Maranhão;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;10661;0,05645821;0,229658809;0,365933776;0,347924034;;0
608;Rosário;Nordeste;Maranhão;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8426;0,113018676;0,45633784;0,396562734;0,034077709;0;0
609;Sambaíba;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;44917;0,05247983;0,207031986;0,094151616;0,646328378;;0
610;Santa Filomena do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;6481;0,038686404;0,251109176;0,580897292;0,129265663;;0
611;Santa Helena;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Sim;Não;Não;6862;0,046027447;0,313255261;0,519502287;0,121211345;;0
612;Santa Inês;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro Subregional A;Centro Subregional;Região Rural de Centro Sub-regional;Sim;Não;Não;14593;0,05776801;0,656400719;0,267484572;0,018345822;;0
613;Santa Luzia;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7867;0,037010917;0,31707124;0,460616517;0,185299485;0;0
614;Santa Luzia do Paruá;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Sim;Não;Não;8526;0,059698739;0,378206694;0,406881834;0,155207746;;0
615;Santa Quitéria do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7256;0,043455039;0,334321981;0,533341288;0,088870328;;0
616;Santa Rita;Nordeste;Maranhão;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;7226;0,102750512;0,382693233;0,474249137;0,040303038;;0
617;Santana do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;4903;0,03090731;0,205732705;0,689520589;0,073823594;;0
618;Santo Amaro do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;5062;0,027565403;0,194609143;0,647318874;0,130480574;0;0
619;Santo Antônio dos Lopes;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;131703;0,901662481;0,039897454;0,048820317;0,009618651;;0
620;São Benedito do Rio Preto;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6366;0,059616177;0,274567564;0,593391371;0,072407354;;0
621;São Bento;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Sim;Não;Não;6118;0,046061586;0,37554131;0,532981224;0,045412014;0;0
622;São Bernardo;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;8975;0,04342824;0,451037806;0,344571362;0,160953942;;0
623;São Domingos do Azeitão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;29569;0,041194823;0,340537285;0,135733115;0,482524904;;0
624;São Domingos do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;8465;0,048496858;0,420394343;0,40233532;0,128766126;;0
625;São Félix de Balsas;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;10135;0,055313376;0,21896268;0,391285975;0,334393488;;0
626;São Francisco do Brejão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8800;0,043732079;0,290354189;0,413938569;0,251964849;;0
627;São Francisco do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6118;0,043749399;0,224461202;0,562794467;0,168981195;;0
628;São João Batista;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;5962;0,033423462;0,271700402;0,573185421;0,121673869;;0
629;São João do Carú;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;5665;0,028844718;0,232778716;0,579397614;0,158967469;;0
630;São João do Paraíso;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;11086;0,040851612;0,272688748;0,383123707;0,303318982;0;0
631;São João do Soter;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;5536;0,037715561;0,222306756;0,672651653;0,067295597;0;0
632;São João dos Patos;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Não;Não;10324;0,089111752;0,493576839;0,334550055;0,08275731;;0
633;São José de Ribamar;Nordeste;Maranhão;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;12366;0,106452744;0,613408805;0,270587723;0,009550215;0;0
634;São José dos Basílios;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;6611;0,042281522;0,26754386;0,526602722;0,163530907;;0
635;São Luís;Nordeste;Maranhão;Sim;Polo;Polo;Grande concentração urbana;Núcleo de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Sim;Não;Não;30699;0,274368319;0,593641666;0,131239863;0,000750114;0;0
636;São Luís Gonzaga do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7278;0,035574366;0,268302184;0,51220645;0,183902019;0;0
637;São Mateus do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;8333;0,056037651;0,370229159;0,39503311;0,17869398;;0
638;São Pedro da Água Branca;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;7703;0,10068484;0,307374855;0,465479165;0,126449987;;0
639;São Pedro dos Crentes;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;11526;0,029357365;0,271693361;0,351580024;0,347329897;;0
640;São Raimundo das Mangabeiras;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;22251;0,056754101;0,287411421;0,16820318;0,48762622;;0
641;São Raimundo do Doca Bezerra;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;7194;0,037263418;0,237949708;0,589003271;0,135729988;;0
642;São Roberto;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;6177;0,032229878;0,210205712;0,627047134;0,130467346;;0
643;São Vicente Ferrer;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6201;0,036888563;0,265813976;0,543593855;0,153696042;;0
644;Satubinha;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;5200;0,030241935;0,210008641;0,643361175;0,116359447;;0
645;Senador Alexandre Costa;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7340;0,035820238;0,305333523;0,468526124;0,190294205;;0
646;Senador La Rocque;Nordeste;Maranhão;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;10120;0,047902894;0,321556302;0,39853329;0,232000289;;0
647;Serrano do Maranhão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6751;0,03361595;0,215985457;0,665390174;0,084993518;;0
648;Sítio Novo;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Sim;Não;Não;8476;0,029617082;0,246929687;0,421326211;0,302113359;;0
649;Sucupira do Norte;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7305;0,040960188;0,260487036;0,4931377;0,205415076;;0
650;Sucupira do Riachão;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7258;0,04812278;0,231405378;0,518061898;0,202359209;;0
651;Tasso Fragoso;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;137687;0,042162449;0,137024036;0,034136403;0,78667537;1;1
652;Timbiras;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;5776;0,05012536;0,294682752;0,597203604;0,057982077;;0
653;Timon;Nordeste;Maranhão;Sim;Polo;do Entorno;Grande concentração urbana;Integrante de Capital Regional A;Capital Regional;Região Rural de Centro Sub-regional;Não;Sim;Não;11120;0,119806969;0,546160839;0,321509605;0,012520791;0;0
654;Trizidela do Vale;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;12874;0,322862822;0,322043097;0,29361476;0,061468093;0;0
655;Tufilândia;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;8343;0,038053676;0,212194042;0,630974216;0,118735901;;0
656;Tuntum;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Sim;Não;Não;7528;0,042958052;0,29305301;0,492606537;0,171379069;;0
657;Turiaçu;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;7178;0,033655475;0,199040835;0,454143205;0,313148384;;0
658;Turilândia;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;6267;0,029348813;0,224555714;0,534764561;0,21131794;0;0
659;Tutóia;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Não;Não;7013;0,040616667;0,372771267;0,511884397;0,074725057;0;0
660;Urbano Santos;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;5828;0,04048503;0,315845836;0,576219713;0,067443929;;0
661;Vargem Grande;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;5832;0,058314448;0,326370816;0,553327751;0,061983752;;0
662;Viana;Nordeste;Maranhão;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Sim;Não;Não;7895;0,040043512;0,410269458;0,409321851;0,140359987;;0
663;Vila Nova dos Martírios;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;8387;0,043753471;0,24481451;0,427699998;0,283703292;;0
664;Vitória do Mearim;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Sim;Não;Não;7892;0,058989426;0,368571228;0,440628063;0,131803013;;0
665;Vitorino Freire;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Sim;Não;Não;8154;0,039798306;0,375131526;0,461090915;0,123975127;;0
666;Zé Doca;Nordeste;Maranhão;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Sim;Não;Não;8429;0,042451033;0,440737651;0,409530688;0,107275648;;0
667;Acauã;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7373;0,033110706;0,222525804;0,605545436;0,138797814;;0
668;Agricolândia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7283;0,065648213;0,205998598;0,614155571;0,114169587;0;0
669;Água Branca;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Não;Não;11560;0,066884919;0,48990222;0,427440161;0,01576728;0;0
670;Alagoinha do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7125;0,03363233;0,213741045;0,621938805;0,130649406;;0
671;Alegrete do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7317;0,033638241;0,249483623;0,62395987;0,092829743;;0
672;Alto Longá;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Sim;Não;7050;0,036333729;0,221146438;0,656838861;0,085660149;;0
673;Altos;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;10361;0,111153452;0,393424614;0,459346666;0,036070011;0;0
674;Alvorada do Gurguéia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;13122;0,045564027;0,21373671;0,418667444;0,322016477;;0
675;Amarante;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Sim;Não;8206;0,049594787;0,336017357;0,537930469;0,076442476;0;0
676;Angical do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9428;0,049969323;0,36599291;0,504584498;0,079436226;0;0
677;Anísio de Abreu;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Sim;Não;7870;0,048087101;0,263186836;0,603879411;0,084819158;;0
678;Antônio Almeida;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;43270;0,447202501;0,184250548;0,127505751;0,241033558;0;0
679;Aroazes;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8326;0,040537294;0,258490772;0,592464781;0,108507153;0;0
680;Aroeiras do Itaim;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8461;0,034140494;0,158714936;0,619323903;0,187724766;;0
681;Arraial;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7846;0,067423042;0,230675645;0,631564056;0,07028067;0;0
682;Assunção do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;7099;0,027189659;0,152236089;0,659219226;0,161299309;0;0
683;Avelino Lopes;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;7027;0,048571164;0,209835892;0,635881567;0,105684929;;0
684;Baixa Grande do Ribeiro;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;82913;0,043655236;0,160381787;0,070236574;0,725724145;0;0
685;Barra D'Alcântara;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8423;0,050649392;0,254009082;0,64342193;0,051856086;0;0
686;Barras;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Sim;Não;8412;0,040886644;0,335363512;0,566963441;0,056783699;;0
687;Barreiras do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;8197;0,036373201;0,161236989;0,688535678;0,11377898;0;0
688;Barro Duro;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;9740;0,117699143;0,259755188;0,50677271;0,115757425;0;0
689;Batalha;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7161;0,041403982;0,266245274;0,610546877;0,081792892;0;0
690;Bela Vista do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8804;0,03770246;0,215266947;0,59775045;0,14925015;;0
691;Belém do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8233;0,070024394;0,208279524;0,638075764;0,083548572;1;0
692;Beneditinos;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;7260;0,03934399;0,244562128;0,637003868;0,079076151;0;0
693;Bertolínia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;10687;0,142031624;0,25327027;0,516653144;0,088025173;0;0
694;Betânia do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8500;0,03074608;0,28122903;0,610793664;0,077210891;0;0
695;Boa Hora;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;7819;0,027474379;0,211925387;0,640176819;0,120403592;;0
696;Bocaina;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9720;0,040090863;0,23157971;0,545830212;0,182450883;;0
697;Bom Jesus;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;36392;0,04711309;0,483304481;0,145785613;0,323794296;0;1
698;Bom Princípio do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9416;0,032934321;0,164249372;0,571537146;0,231236937;;0
699;Bonfim do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7334;0,029838996;0,237112093;0,655442125;0,077581391;0;0
700;Boqueirão do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;6770;0,029219762;0,226603714;0,70686291;0,037265435;0;0
701;Brasileira;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;6752;0,064326836;0,200199922;0,662297995;0,073156735;0;0
702;Brejo do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8771;0,043941248;0,208353733;0,61627907;0,131364749;0;0
703;Buriti dos Lopes;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8822;0,049434576;0,26858878;0,549262115;0,132708369;0;0
704;Buriti dos Montes;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;6978;0,03718097;0,165967754;0,655664811;0,141186465;;0
705;Cabeceiras do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;6396;0,031717404;0,212288939;0,672657732;0,083320377;;0
